Reference code	Original Reference No	Location code	Title	Other title 1	Other title 2	Other title 3	Other title 4	Creator	Date (start) YYYY	start confirm	Date (end) YYYY	end confirm	Level of description	Extent	Medium	Language	Administrative history	Content	Condition governing access	Related unit(s) of description	Other notes	Internal only notes	Complete or not	Status review required	Date of collection	Source	Acquisition method	Material type	Record disclosure counter	Condition	Archivist's remarks	Archival history	Conservation related issues	Master reference code	Name & Subject	Important item(s)
SEK-6-134	M.18-A-16	D02/17	Modern Terminals - general correspondence 15	__________					1993					1	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1993						The Wharf (holdings)	
SEK-6-135	N.3-A-1	D02/17	Nanyang Cotton Mill	____					1947		1952			1	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd. In 1954, the company was listed on the Hong Kong stock exchange. Lawrence Kadoorie served as the company's first Chairman. The mill is located at KIL 1992 at Ma Tau Kok, adjacent to  Hongkong Rope Manufacturing Co., Ltd.'s location. This file contains administrative and management correspondence, meeting minutes, annual reports, and operating reports. 	1				FALSE	FALSE		SGB 24F			1952						Nanyang Cotton Mill	
SEK-6-136	N.3-A-2	D02/18	Nanyang Cotton Mill	____					1953		1956			1	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd. In 1954, the company was listed on the Hong Kong stock exchange. This file contains administrative and management correspondence, meeting minutes, annual reports, and operating reports. 	1				FALSE	FALSE		SGB 24F			1956						Nanyang Cotton Mill	
SEK-6-137	N.3-A-3	D02/18	Nanyang Cotton Mill	____					1957		1966			2	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd. In 1954, the company was listed on the Hong Kong stock exchange. This file contains administrative and management correspondence, meeting minutes, annual reports, and operating reports. 	1				FALSE	FALSE		SGB 24F			1966						Nanyang Cotton Mill	
SEK-6-138	N.3-A-4	D02/19	Nanyang Cotton Mill	____					1967		1969			2	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd. In 1954, the company was listed on the Hong Kong stock exchange. This file contains administrative and management correspondence, meeting minutes, annual reports, and operating reports. 	1				FALSE	FALSE		SGB 24F			1969						Nanyang Cotton Mill	
SEK-6-139	N.3-A-5	D02/19	Nanyang Cotton Mill and Island Dyeing & Printing	____					1968		1970			2	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd which was formed as a joint venture with two parties from Japan, C. Itoh & Co., Ltd. and Kyozara Dye Works in 1964, this company focused on dyeing, bleaching, finishing, and printing of fabric. This file contains administrative and management correspondence, meeting minutes, annual reports, and monthly reports from Island Dying and Printing. 	1				FALSE	FALSE		SGB 24F			1970						Nanyang Cotton Mill	
SEK-6-140	N.3-A-6	D02/19	Nanyang Cotton Mill and Island Dyeing & Printing	____					1970		1971			1	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd which was formed as a joint venture with two parties from Japan, C. Itoh & Co., Ltd. and Kyozara Dye Works in 1964, this company focused on dyeing, bleaching, finishing, and printing of fabric. This file contains administrative and management correspondence, meeting minutes, annual reports, and monthly reports from Island Dying and Printing. Of note is documentation relating to Island Dying and Printing's public offereing in 1970. 	1				FALSE	FALSE		SGB 24F			1971						Nanyang Cotton Mill	
SEK-6-141	N.3-A-7	D02/20	Nanyang Cotton Mill and Island Dyeing & Printing	____					1972		1973			2	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd which was formed as a joint venture with two parties from Japan, C. Itoh & Co., Ltd. and Kyozara Dye Works in 1964, this company focused on dyeing, bleaching, finishing, and printing of fabric. This file contains administrative and management correspondence, meeting minutes, annual reports, and monthly reports from Island Dying and Printing. 	1				FALSE	FALSE		SGB 24F			1973						Nanyang Cotton Mill	
SEK-6-142	N.3-A-8	D02/20	Nanyang Cotton Mill and Island Dyeing & Printing	____					1973		1975			2	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd which was formed as a joint venture with two parties from Japan, C. Itoh & Co., Ltd. and Kyozara Dye Works in 1964, this company focused on dyeing, bleaching, finishing, and printing of fabric. This file contains administrative and management correspondence, meeting minutes, annual reports, and monthly reports from Island Dying and Printing. 	1				FALSE	FALSE		SGB 24F			1975						Nanyang Cotton Mill	
SEK-6-143	N.3-A-9	D02/21	Nanyang Cotton Mill	____					1976					1	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd. In 1954, the company was listed on the Hong Kong stock exchange. This file contains administrative and management correspondence, meeting minutes, annual reports, and operating reports. 	1				FALSE	FALSE		SGB 24F			1976						Nanyang Cotton Mill	
SEK-6-144	N.3-A-10	D02/21	Nanyang Cotton Mill	____					1977		1979			2	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd. In 1954, the company was listed on the Hong Kong stock exchange. This file contains administrative and management correspondence, meeting minutes, annual reports, and operating reports. 	1				FALSE	FALSE		SGB 24F			1979						Nanyang Cotton Mill	
SEK-6-145	N.3-A-11	D02/22	Nanyang Cotton Mill	____					1980		1985			2	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd. In 1954, the company was listed on the Hong Kong stock exchange. This file contains administrative and management correspondence, meeting minutes, annual reports, and operating reports. 	2				FALSE	FALSE		SGB 24F			1985						Nanyang Cotton Mill	
SEK-6-146	N.3-A-12	D02/22	Nanyang Cotton Mill	____					1986		1988			2	folder(s)	Eng		Founded in 1947 by Y.C. Wang, H.S. Yung, and Lawrence Kadoorie, the mill was one of the first textile mills to be established in Hong Kong. Under the management of Charles Silas, the company focused on producing cotton yarns and cloths (cotton and synthetic blends) for export throughout the world. The company wholly owns Commonwealth Garment Co., Ltd. (Philippines), and 50 percent of Island Dyeing & Printing, Ltd. In 1954, the company was listed on the Hong Kong stock exchange. This file contains administrative and management correspondence, meeting minutes, annual reports, and operating reports. 	2				FALSE	FALSE		SGB 24F			1988						Nanyang Cotton Mill	
SEK-6-147	O.1-A/I	D03/01	Old Park Lane Management 						1996		1999			1	folder(s)	Eng		This company was formed to serve as a property management company for Kadoorie family property investments in London, UK. 	2				FALSE	FALSE		SGB 24F			1999						Other investments	
SEK-6-148	O.2-A-1	D03/01	Oriental Cotton Spinning & Weaving						1948		1954			1	folder(s)	Eng		This file contains correspondence between the Kadoories on behalf of Nanyang Cotton Mill, Ltd. and Oriental Cotton Spinning & Weaving regarding a takeover of the latter's facilities, land and equipment, located at KML 40 and KML 93. 	1				FALSE	FALSE		SGB 24F			1954						Oriental Cotton Spinning & Weaving	
SEK-6-149	O.4-A-1	D03/01	Oxford Development	________					1964		1969			1	folder(s)	Eng		Oxford Development, Ltd., focused on property development in the New Territories and was operated by Paul T.P. Zau. This file contains correspondence regarding a loan and security backing for the banking facilities of Oxford Development, Ltd. from 1964 to 1969 provided by the Kadoories. 	1				FALSE	FALSE		SGB 24F			1969						Oxford Development	
SEK-6-150	P.12-A-1	D03/01	Oriental Marine Products						1957		1960			1	folder(s)	Eng		Initially registered as Oriental Pearls, Ltd. in 1958, this company was established as a joint venture between a group of investors from Hong Kong and a group of specialists in cultivating pearls from Japan. The company operated from 1958 through 1964 when it went into voluntary liquidation after several natural disasters and poor harvests caused the company to fail to achieve sustainable revenue generation. The files contain extensive correspondence regarding cultivation methods with the Japanese team, specifically J.M. Jerwood and Mr. Aiuchi, meeting minutes, and a coloured map of Hong Kong and the New Territories Agricultural Districts. 	1				FALSE	FALSE		SGB 24F			1960						obsolete investment	32
SEK-6-151	P.12-A-2	D03/01	Oriental Marine Products						1961		1968			1	folder(s)	Eng		Initially registered as Oriental Pearls, Ltd. in 1958, this company was established as a joint venture between a group of investors from Hong Kong and a group of specialists in cultivating pearls from Japan. The company operated from 1958 through 1964 when it went into voluntary liquidation after several natural disasters and poor harvests caused the company to fail to achieve sustainable revenue generation. The files contain extensive correspondence regarding cultivation methods with the Japanese team, specifically J.M. Jerwood and Mr. Aiuchi, meeting minutes, and a coloured map of Hong Kong and the New Territories Agricultural Districts. 	1				FALSE	FALSE		SGB 24F			1968						obsolete investment	33
SEK-6-152	P.12-B-1	D03/02	Oriental Marine Products - minutes						1958		1967			1	folder(s)	Eng		Initially registered as Oriental Pearls, Ltd. in 1958, this company was established as a joint venture between a group of investors from Hong Kong and a group of specialists in cultivating pearls from Japan. The company operated from 1958 through 1964 when it went into voluntary liquidation after several natural disasters and poor harvests caused the company to fail to achieve sustainable revenue generation. The files contain extensive correspondence regarding cultivation methods with the Japanese team, specifically J.M. Jerwood and Mr. Aiuchi, meeting minutes, and a coloured map of Hong Kong and the New Territories Agricultural Districts. 	1				FALSE	FALSE		SGB 24F			1967						obsolete investment	
SEK-6-153	S.5-A-1	D03/21	Star Ferry	____					1946		1956			1	folder(s)	Eng		Formed in 1898 as a public company by Paul Chater, The "Star" Ferry Co., Ltd., initially had four single-decked boats in its fleet. The company is the longest-running ferry operator in Hong Kong and today operates two routes between Tsimshatsui and Central Pier and Tsimshatsui and Wanchai. Horace Kadoorie became a director in 1957. Collection includes directors reports, financial statements, advisory committee reports regarding changes including fare structure, affects of the cross-tunnel harbour, and expansion plans. 	1				FALSE	FALSE		SGB 24F									The Wharf (holdings)	
SEK-6-154	S.5-A-2	D03/05	Star Ferry	____					1957		1966			2	folder(s)	Eng		Formed in 1898 as a public company by Paul Chater, The "Star" Ferry Co., Ltd., initially had four single-decked boats in its fleet. The company is the longest-running ferry operator in Hong Kong and today operates two routes between Tsimshatsui and Central Pier and Tsimshatsui and Wanchai. Horace Kadoorie became a director in 1957. Collection includes directors reports, financial statements, advisory committee reports regarding changes including fare structure, affects of the cross-tunnel harbour, and expansion plans. 	1				FALSE	FALSE		SGB 24F			1966						The Wharf (holdings)	
SEK-6-155	S.5-A-3	D03/05	Star Ferry	____					1967		1969			1	folder(s)	Eng		Formed in 1898 as a public company by Paul Chater, The "Star" Ferry Co., Ltd., initially had four single-decked boats in its fleet. The company is the longest-running ferry operator in Hong Kong and today operates two routes between Tsimshatsui and Central Pier and Tsimshatsui and Wanchai. Horace Kadoorie became a director in 1957. Collection includes directors reports, financial statements, advisory committee reports regarding changes including fare structure, affects of the cross-tunnel harbour, and expansion plans. The Hong Kong & Whampoa Dock Co., Ltd. provided drawings of three ferry boats in 1967 including the "Oriental Star" and the "Golden Star". 	1				FALSE	FALSE		SGB 24F			1969						The Wharf (holdings)	
SEK-6-156	S.11-A-1	D03/02	Shanghai & Hongkew Wharf						1945		1950			1	folder(s)	Eng		The Shanghai & Hongkew Wharf Co., was owner and operator of The Hongkew Wharf, Ningpo Wharf, and the Pootung Wharf. John Keswick was Chairman during the 1940s after the Japanese Occupation which destroyed many of the company's godowns. In 1949 under the Chairmanship of H.H. Lennox (of Jardine Matheson & Co.), the company struggled with profitablity as the People's Liberation Army took over ports and refused to allow ships to berth at wharves in Shanghai and the surrounding areas. The company nearly went bankrupt in 1950. Files contain correspondence between the Kadoories and their Shanghai representative, John Gadsby who served as a director of the company. Meeting minutes and annual reports are included. 	1				FALSE	FALSE		SGB 22F			1950						S'Hai & H'Kew Wharf Co. Ltd.	
SEK-6-157	S.12-A-1	D03/02	Shanghai Land Investment	__________					1945		1950			1	folder(s)	Eng		Founded in 1888 as a subsidiary of the firm Gibb Livingston & Co., this company owned an extensive portfolio of land in Shanghai and had early ties to Hong Kong through its assistance in providing a float to the struggling Hong Kong Electric Co., Ltd. Horace Kadoorie became a director of the company in 1935. This file contains correspondence, meeting minutes and administrative docucmentation realting to the move of head office from Shanghai to Hong Kong, termination of agency agreement and an offer of company debentures.	1				FALSE	FALSE		SGB 24F			1950						obsolete investment	
SEK-6-158	S.12-A-2	D03/02	Shanghai Land Investment	__________					1950		1951			1	folder(s)	Eng		Founded in 1888 as a subsidiary of the firm Gibb Livingston & Co., this company owned an extensive portfolio of land in Shanghai and had early ties to Hong Kong through its assistance in providing a float to the struggling Hong Kong Electric Co., Ltd. Horace Kadoorie became a director of the company in 1935. This file contains correspondence, meeting minutes and administrative docucmentation.	1				FALSE	FALSE		SGB 24F			1951						obsolete investment	
SEK-6-159	S.12-A-3	D03/03	Shanghai Land Investment	__________					1952		1953			1	folder(s)	Eng		Founded in 1888 as a subsidiary of the firm Gibb Livingston & Co., this company owned an extensive portfolio of land in Shanghai and had early ties to Hong Kong through its assistance in providing a float to the struggling Hong Kong Electric Co., Ltd. Horace Kadoorie became a director of the company in 1935. This file contains correspondence, meeting minutes and administrative docucmentation realting to a takeover of land and property by the Chinese Government.	1				FALSE	FALSE		SGB 24F			1953						obsolete investment	
SEK-6-160	S.12-A-4	D03/03	Shanghai Land Investment	__________					1954		1955			1	folder(s)	Eng		Founded in 1888 as a subsidiary of the firm Gibb Livingston & Co., this company owned an extensive portfolio of land in Shanghai and had early ties to Hong Kong through its assistance in providing a float to the struggling Hong Kong Electric Co., Ltd. Horace Kadoorie became a director of the company in 1935. This file contains correspondence, meeting minutes and administrative docucmentation realting to a takeover of land and property by the Chinese Government.	1				FALSE	FALSE		SGB 24F			1955						obsolete investment	
SEK-6-161	S.12-A-5	D03/03	Shanghai Land Investment	__________					1955		1974			1	folder(s)	Eng		Founded in 1888 as a subsidiary of the firm Gibb Livingston & Co., this company owned an extensive portfolio of land in Shanghai and had early ties to Hong Kong through its assistance in providing a float to the struggling Hong Kong Electric Co., Ltd. Horace Kadoorie became a director of the company in 1935. This file contains correspondence, meeting minutes and administrative docucmentation realting to a takeover of land and property by the Chinese Government.	1				FALSE	FALSE		SGB 24F			1974						obsolete investment	36-38
SEK-6-162	CS3	D03/21	Shanghai Land Investment	__________					1938					1	folder(s)	Eng		Founded in 1888 as a subsidiary of the firm Gibb Livingston & Co., this company owned an extensive portfolio of land in Shanghai and had early ties to Hong Kong through its assistance in providing a float to the struggling Hong Kong Electric Co., Ltd. Horace Kadoorie became a director of the company in 1935 and a few years later, Sir Robert Ho Tung became involved. This file contains correspondence,  meeting minutes and administrative docucmentation.	1				FALSE	FALSE		SGB 22F			1938						obsolete investment	
SEK-6-163	AS5	D03/21	Shanghai Land Investment	__________					1935					1	folder(s)	Eng		Founded in 1888 as a subsidiary of the firm Gibb Livingston & Co., this company owned an extensive portfolio of land in Shanghai and had early ties to Hong Kong through its assistance in providing a float to the struggling Hong Kong Electric Co., Ltd. Horace Kadoorie became a director of the company in 1935 and a few years later, Sir Robert Ho Tung became involved. This file contains correspondence,  meeting minutes and administrative docucmentation.	1				FALSE	FALSE		SGB 22F			1935						obsolete investment	35
SEK-6-164	S.13-A-1	D03/03	Shanghai - new Chinese Company Law and taxation						1945		1948			1	folder(s)	Eng		This file contains two English translation versions of the 1946 Company Law of China including tax rates, China company law provisions, and information relating to foreign jurisdication used by the Kadoories to strategise actions relating to the China-based investments. 	1				FALSE	FALSE		SGB 22F			1948							
SEK-6-165	S.31-A-1	D03/04	Schroders Asia - general correspondence	________(_)	_______				1985		1991			2	folder(s)	Eng		Schroders Asia., Ltd, formerly, Schroders & Chartered, Ltd. is the Hong Kong-based arm of Schroders PSC, and operates as an asset management company. In Asia, it has historically had banking and investment divisions which funded large-scale civil projects in Hong Kong.Lawrence Kadoorie and Sidney Gordon served as directors of Schroders Asia in the 1980s. In 1985, William Mocatta was appointed a director. This file contains correspondence and management reports. 	2				FALSE	FALSE		SGB 24F			1991						Other investments	
SEK-6-166		D03/22	Schroders	________(_)	_______				1997		1998			1	box(es)	Eng		Schroders Asia., Ltd, formerly, Schroders & Chartered, Ltd. is the Hong Kong-based arm of Schroders PSC, and operates as an asset management company. In Asia, it has historically had banking and investment divisions which funded large-scale civil projects in Hong Kong.Lawrence Kadoorie and Sidney Gordon served as directors of Schroders Asia in the 1980s. In 1985, William Mocatta was appointed a director. This file contains correspondence and management reports. 	2				FALSE	FALSE					1998							
SEK-6-167	S.32-A-1	D03/04	Societe Bancaire Julius Baer S.A.						1986					2	folder(s)	French & Eng		A private banking and investment management company based in Geneva, Switzerland, Societe Bancaire Julius Baer S.A. was owned 40 percent by Baer Management, 40 percent by Selim Lawi and Family, and 20 percent by the Kadoorie Family. The company later came under the management of Barclays Bank. This file contains correspondence regarding the management of the company including correspondence, meeting minutes and management reports. 	2				FALSE	FALSE		SGB 24F			1986							
SEK-6-168	T.6-A-1	D03/07	Timber - Mr M. Bloch						1945		1946			2	folder(s)	Eng		After the Japanese Occupation during Worl War II, Hong Kong and Shanghai were in need of timber to repair homes and buildings. Timber trader M. Bloch worked through his company, M. Bloch & Co., Ltd. to source timber from throughout South East Asia for export to Hong Kong. From 1945 until 1947 he had a contract with the Dutch Government to supply timber from Dutch East Borneo. The Kadoories financed the project and provided introductions between the Hong Kong government and. M. Bloch.  The file contains extensive correspondence and financal documentation.  	1				FALSE	FALSE		SGB 24F			1946						obsolete investment	34
SEK-6-169	T.6-A-2	D03/07	Timber - Mr M. Bloch						1946		1949			1	folder(s)	Eng		After the Japanese Occupation during Worl War II, Hong Kong and Shanghai were in need of timber to repair homes and buildings. Timber trader M. Bloch worked through his company, M. Bloch & Co., Ltd. to source timber from throughout South East Asia for export to Hong Kong. From 1945 until 1947 he had a contract with the Dutch Government to supply timber from Dutch East Borneo. The Kadoories financed the project and provided introductions between the Hong Kong government and. M. Bloch.  The file contains extensive correspondence and financal documentation.  	1				FALSE	FALSE		SGB 24F			1949						obsolete investment	
SEK-6-170	T.6-A-3	D03/07	Timber - Mr M. Bloch						1947		1950			2	folder(s)	Eng		After the Japanese Occupation during Worl War II, Hong Kong and Shanghai were in need of timber to repair homes and buildings. Timber trader M. Bloch worked through his company, M. Bloch & Co., Ltd. to source timber from throughout South East Asia for export to Hong Kong. From 1945 until 1947 he had a contract with the Dutch Government to supply timber from Dutch East Borneo. The Kadoories financed the project and provided introductions between the Hong Kong government and. M. Bloch.  The file contains extensive correspondence and financal documentation.  	1				FALSE	FALSE		SGB 24F			1950						obsolete investment	
SEK-6-171	T.6-A-4	D03/07	Timber - cancellation of contract with Dutch Government						1947		1949			1	folder(s)	Eng		After the Japanese Occupation during Worl War II, Hong Kong and Shanghai were in need of timber to repair homes and buildings. Timber trader M. Bloch worked through his company, M. Bloch & Co., Ltd. to source timber from throughout South East Asia for export to Hong Kong. From 1945 until 1947 he had a contract with the Dutch Government to supply timber from Dutch East Borneo. The Kadoories financed the project and provided introductions between the Hong Kong government and. M. Bloch.  The file contains extensive correspondence and financal documentation.  	1				FALSE	FALSE		SGB 22F			1949						obsolete investment	
SEK-6-172	T.14-A-1	D03/05	Taipo Development Corporation	________					1962		1974			1	folder(s)	Eng		Taipo Development Corperation, formed in 1962 as a land holding company, was managed by Paul Zau. The copmany's directors included Y.C. Wang, H.C. Yung, Horace Kadoorie and Lawrence Kadoorie. The file includes a plan drawn by David Wang Architects of proposed apartments at Kwongming Buildin, Tseun Wan, New Territories. In 1973, all of the companies properties were sold and the company went into voluntary liquidation. The file also contains correspondence amungst the management. 	1				FALSE	FALSE		SGB 24F			1974						Public affairs?	
SEK-6-173	T.15-A-1	D03/06	Treasure Looms						1965		1980			1	folder(s)	Eng		Treasure Looms was subsidiary of Tai Ping Carpets. The file contains correspondence amoungst members of the management and financial statements.	2				FALSE	FALSE		SGB 22F			1980						Treasure Looms Ltd.	
SEK-6-174	T.17-A-1	D03/06	Tuscany Textiles Limited						1977		1981			1	folder(s)	Eng		One of the "Dress Companies" Sir Elly Kadoorie Continuation invested in in the late 1970s. Tuscany Textiles was the concept name for what was later known as Homespun Co., Ltd., a cotton dress manufacturer. See Quay Holdings, Ltd. for more information. This file contains management correspondence, meeting minutes and some financial reports.	2				FALSE	FALSE		SGB 22F			1981						obsolete investment	24
SEK-6-175	V.4-A-1	D03/06	Victoria City Development	________ (_)	 Tunnel (later)				1959		1975			2	folder(s)	Eng		Victoria City Development Co., Ltd. was the predecessor to the Cross-Harbour Tunnel Co., Ltd. It was awarded the frachise for the building of a cross-harbour tunnel connecting mainland Kowloon with Hong Kong Island by the Hong Kong Governement. This file contains early correspondence amoungst parties interested in seeing a tunnel built including the Kadoories, Wheelock Marden & Co., Ltd. and Scott Wilson Kirpatrick & Co., Ltd. The file contains consultant's preliminary assessments regarding the location and viability of a tunnel.  	1				FALSE	FALSE		SGB 24F			1975							
SEK-6-176	V.4-A-2	D03/08	Cross-harbour Tunnel	________					1965		1969			3	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1969						Cross-harbour Tunnel	
SEK-6-177	V.4-B-1	D03/08-D03/09	Cross-harbour Tunnel - sub-committee	________					1966		1968			3	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1968						Cross-harbour Tunnel	
SEK-6-178	V.4-B-2	D03/09	Cross-harbour Tunnel	________					1968		1969			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1969						Cross-harbour Tunnel	
SEK-6-179	V.4-B-3	D03/10	Cross-harbour Tunnel	________					1969					2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1969						Cross-harbour Tunnel	
SEK-6-180	V.4-B-4	D03/10	Cross-harbour Tunnel	________					1969		1971			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1971						Cross-harbour Tunnel	
SEK-6-181	V.4-B-5	D03/11	Cross-harbour Tunnel	________					1971		1972			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1972						Cross-harbour Tunnel	
SEK-6-182	V.4-B-6	D03/11	Cross-harbour Tunnel	________					1972		1974			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1974						Cross-harbour Tunnel	
SEK-6-183	V.4-B-7	D03/12	Cross-harbour Tunnel	________					1974		1975			2	folder(s)	Eng		The Cross Harbour Tunnel Co., Ltd. was formed to manage the construction of an under-harbour tunnel connecting Hong Kong Island to Kowloon. Correspondence between the Kadoories, various governement officers, and consultants involved with the project make up the majority of the documentation. This file also contains monthly progress reports, financial statements and plans draw by consulting engineers Freeman, Fox and Partners and Scott Wilson Kirkpatrick & Partners.  	1				FALSE	FALSE		SGB 22F			1975						Cross-harbour Tunnel	
